gene_name,num_of_illumina_exps,median_illumina_mean_read2_gc_fraction,num_of_ultima_exps,median_ultima_mean_read2_gc_fraction
LINC02556,9.0,0.5111111111111111,16.0,0.43194444444444446
LINC02557,1.0,0.3,,
LINC02558,,,2.0,0.5547008547008547
LINC02560,3.0,0.54,5.0,0.5
LINC02561,9.0,0.4777777777777777,16.0,0.4666666666666666
LINC02562,18.0,0.32605820105820105,22.0,0.2822923855532551
LINC02564,1.0,0.5412698412698412,,
LINC02568,16.0,0.4735955056179775,21.0,0.4156249999999999
LINC02569,20.0,0.503375678804977,24.0,0.466725933353701
LINC02570,3.0,0.5955056179775281,,
LINC02571,1.0,0.5,2.0,0.3222222222222222
LINC02572,20.0,0.5371296296296296,23.0,0.4112573099415204
LINC02573,21.0,0.477379693558085,24.0,0.4158079126551944
LINC02574,21.0,0.4979797979797979,24.0,0.42726170086054627
LINC02575,16.0,0.5747222222222221,21.0,0.4968253968253968
LINC02576,21.0,0.4517241379310345,24.0,0.5135168107470123
LINC02577,16.0,0.5161111111111111,17.0,0.4722222222222222
LINC02579,6.0,0.5700000000000001,8.0,0.5043859649122807
LINC02580,21.0,0.5111111111111112,24.0,0.40002337458859194
LINC02583,6.0,0.27777777777777773,3.0,0.3222222222222222
LINC02584,,,1.0,0.6
LINC02585,9.0,0.5861111111111111,13.0,0.5277777777777778
LINC02586,21.0,0.5277777777777778,24.0,0.47495783915646594
LINC02587,5.0,0.44,11.0,0.4140096618357488
LINC02588,,,1.0,0.5666666666666667
LINC02590,7.0,0.5655430711610486,9.0,0.6055555555555556
LINC2194,,,5.0,0.3333333333333333
LINCMD1,1.0,0.5444444444444445,5.0,0.4888888888888889
LINGO1,9.0,0.5619047619047619,11.0,0.4192937123169681
LINGO1-AS1,3.0,0.4833333333333333,5.0,0.4222222222222222
LINGO1-AS2,,,1.0,0.4648148148148148
LINGO2,18.0,0.45444444444444443,22.0,0.4238722829726051
LINGO3,21.0,0.687,24.0,0.460581241520009
LINGO4,20.0,0.5302538379692963,23.0,0.4764928802537318
LINS1,21.0,0.3877646918867475,24.0,0.3283410559303333
LIPA,21.0,0.3754117888683508,24.0,0.32587746963195885
LIPC,21.0,0.4923076923076923,24.0,0.3773629717898108
LIPC-AS1,17.0,0.4266666666666667,16.0,0.4059343434343434
LIPE,21.0,0.6313307493540051,24.0,0.5864931426008801
LIPE-AS1,21.0,0.6001606425702811,24.0,0.5315874296043744
LIPF,5.0,0.3333333333333333,8.0,0.34629629629629627
LIPG,21.0,0.5222222222222221,24.0,0.5409198728356409
LIPH,21.0,0.4807807807807807,24.0,0.3757960631486635
LIPI,12.0,0.3555555555555555,20.0,0.24790448343079918
LIPJ,19.0,0.3555555555555555,24.0,0.3195502645502645
LIPM,3.0,0.5280898876404494,4.0,0.47777777777777775
LIPN,21.0,0.4259259259259259,24.0,0.3796001502794837
LIPT1,21.0,0.3637763253449528,24.0,0.32638631184018824
LIPT2,21.0,0.4299352750809061,24.0,0.38041394324557826
LITAF,21.0,0.4321759259259259,24.0,0.3526001651506706
LIVAR,4.0,0.41388888888888886,3.0,0.3833333333333333
LIX1,18.0,0.3598611111111111,20.0,0.40037559302294734
LIX1-AS1,21.0,0.4770609318996415,24.0,0.44776678816223375
LIX1L,21.0,0.4125948406676782,24.0,0.33331054516063824
LIX1L-AS1,21.0,0.5787692307692307,24.0,0.44506115239855826
LKAAEAR1,21.0,0.7284469343292872,24.0,0.5837316393254879
LLCFC1,9.0,0.55,7.0,0.525
LLGL1,21.0,0.5207797270955166,24.0,0.4128672782226941
LLGL2,21.0,0.6089708141321045,24.0,0.4876399148490055
LLPH,21.0,0.4548001082183514,24.0,0.39828898981391625
LLPH-DT,20.0,0.6227542494958225,19.0,0.6361111111111111
LMAN1,21.0,0.3912687338501292,24.0,0.4059030946484997
LMAN1L,10.0,0.61729088639201,14.0,0.5224747474747475
LMAN2,21.0,0.6067787477098825,24.0,0.4738030176604673
LMAN2L,21.0,0.5102537722908094,24.0,0.47466831428722356
LMBR1,21.0,0.4053854875283446,24.0,0.3482154763656883
LMBR1L,21.0,0.5348577052407119,24.0,0.5094829902689291
LMBRD1,21.0,0.3149971214738054,24.0,0.3020265899423994
LMBRD2,21.0,0.3419806243272336,24.0,0.31125379465643377
LMCD1,21.0,0.4819121447028424,24.0,0.3933887792725168
LMCD1-AS1,21.0,0.3613636363636364,24.0,0.32086330910230715
LMF1,21.0,0.6520933977455717,24.0,0.605179275979738
LMF1-AS1,18.0,0.6111111111111112,13.0,0.5833333333333333
LMF2,21.0,0.6259181532004198,24.0,0.5274201430092557
LMLN,21.0,0.4000492732200049,24.0,0.40330935547428665
LMLN-AS1,20.0,0.35317460317460314,24.0,0.35710728524958346
LMLN2,8.0,0.48277777777777775,10.0,0.3361111111111111
LMNA,21.0,0.6152007920925003,24.0,0.4661764738078319
LMNB1,21.0,0.4817576381737041,24.0,0.402011111354563
LMNB1-DT,21.0,0.3783068783068783,24.0,0.35961419753086415
LMNB2,21.0,0.5747572122250786,24.0,0.3801322569743263
LMNTD1,21.0,0.4588888888888889,19.0,0.4277777777777778
LMNTD2,21.0,0.7031531531531531,24.0,0.5726677633611201
LMO1,19.0,0.6203703703703703,24.0,0.30420634920634915
LMO2,21.0,0.3849545089233676,24.0,0.30540703886035847
LMO3,15.0,0.3666666666666666,21.0,0.3897127739984883
LMO4,21.0,0.5465339709620438,24.0,0.4415326175419847
LMO7,21.0,0.3985903814262023,24.0,0.38247950505433564
LMO7-AS1,20.0,0.4400551314673452,24.0,0.34920222632094855
LMO7DN,1.0,0.3,3.0,0.2666666666666666
LMOD1,11.0,0.5555555555555556,15.0,0.5197916666666667
LMOD2,8.0,0.4162609238451934,13.0,0.3015873015873015
LMOD3,21.0,0.4499636891793754,24.0,0.5315268643651105
LMTK2,21.0,0.5044772620721988,24.0,0.45449706809720974
LMTK3,20.0,0.6597465886939571,24.0,0.5335127762833995
LMX1A,,,6.0,0.42500000000000004
LMX1B,9.0,0.55,19.0,0.5851851851851851
LNCPRESS1,2.0,0.3833333333333333,5.0,0.4
LNCSRLR,20.0,0.4166666666666667,24.0,0.3911066489592874
LNP1,21.0,0.4300431499460626,24.0,0.3990354222817052
LNPEP,21.0,0.3926992786567255,24.0,0.3869130109999329
LNPK,21.0,0.3872488724887248,24.0,0.3529468559014033
LNX1,21.0,0.3743703703703704,24.0,0.3644149080590567
LNX1-AS1,7.0,0.4533333333333333,5.0,0.4222222222222222
LNX2,21.0,0.4031226675811429,24.0,0.3651952567979039
LOH12CR2,21.0,0.5040123456790123,24.0,0.5339490135633291
LONP1,21.0,0.6531718119056923,24.0,0.5047453533005232
LONP2,21.0,0.4151244890375325,24.0,0.40197379619195844
LONRF1,21.0,0.3985534710378371,24.0,0.37061822162559555
LONRF2,20.0,0.41337631226661026,24.0,0.3872341839447102
LONRF3,21.0,0.498,24.0,0.4683059259548379
LOR,6.0,0.5257178526841448,11.0,0.4555555555555555
LOX,21.0,0.3376202974628172,24.0,0.283587338159316
LOXHD1,21.0,0.5688888888888889,22.0,0.5569711616305464
LOXL1,21.0,0.5902777777777778,24.0,0.3877887118775964
LOXL1-AS1,21.0,0.4271245450229466,24.0,0.3947075186737473
LOXL2,21.0,0.4613888888888889,24.0,0.4889495516839336
LOXL3,21.0,0.4888200894392844,24.0,0.3532784337593381
LOXL4,21.0,0.4647058823529412,24.0,0.4434984601494852
LPA,1.0,0.5222222222222223,,
LPAR1,21.0,0.41183970856102,24.0,0.3786766597567027
LPAR2,21.0,0.5481099656357389,24.0,0.5281189630874289
LPAR3,21.0,0.4070315331641899,24.0,0.3926116659767468
LPAR4,21.0,0.3203174603174603,24.0,0.4129735780353377
LPAR5,21.0,0.4397494934610425,24.0,0.39575922185566137
LPAR6,21.0,0.3466614501825769,24.0,0.35161082480151495
LPCAT1,21.0,0.5802574294908196,24.0,0.48985892036593626
LPCAT2,21.0,0.3823209401121655,24.0,0.3884428314975691
LPCAT3,21.0,0.5237457596857704,24.0,0.48359574252180265
LPCAT4,21.0,0.5133245958934033,24.0,0.49715795459895706
LPGAT1,21.0,0.4106068548890386,24.0,0.35987309981962085
LPIN1,21.0,0.4531512548288624,24.0,0.5015932206738227
LPIN2,21.0,0.4356256840569135,24.0,0.4335846586136284
LPIN3,20.0,0.5596296296296297,22.0,0.5468518518518519
LPL,18.0,0.39801007147498374,24.0,0.36049130065790813
LPO,21.0,0.5180952380952382,24.0,0.575425567988482
LPP,21.0,0.4160416041604161,24.0,0.38952043662088387
LPP-AS1,18.0,0.42,17.0,0.3888888888888889
LPP-AS2,21.0,0.5164705882352941,24.0,0.51758403650684
LPXN,21.0,0.4123371647509579,24.0,0.3437104108162143
LRAT,21.0,0.3963398692810457,24.0,0.3539007870953384
LRBA,21.0,0.4095231702132421,24.0,0.396563730382553
LRCH1,21.0,0.3980225988700565,24.0,0.39574808974105
LRCH2,21.0,0.3547619047619048,24.0,0.33332564634836565
LRCH3,21.0,0.4235872409647075,24.0,0.4145690521613097
LRCH4,21.0,0.6802209944751381,24.0,0.5993896090138926
LRCOL1,20.0,0.6059481314483428,24.0,0.5328944261504781
LRFN1,21.0,0.5310548523206751,24.0,0.5163041990970214
LRFN2,20.0,0.5847222222222223,23.0,0.4740740740740741
LRFN3,21.0,0.6834739803094234,24.0,0.5003103795564963
LRFN4,21.0,0.6345038167938931,24.0,0.5200672610988698
LRFN5,2.0,0.5016666666666667,9.0,0.4094916779127305
LRG1,21.0,0.553968253968254,24.0,0.5678792323080513
LRGUK,21.0,0.4465277777777777,24.0,0.4063501447314563
LRIF1,21.0,0.3873230876096206,24.0,0.3713674112095683
LRIG1,21.0,0.4229283489096573,24.0,0.3523195449596403
LRIG2,21.0,0.4416620904265055,24.0,0.42709000577194206
LRIG3,20.0,0.47799145299145296,23.0,0.4154394693200663
LRIT1,2.0,0.7055555555555555,,
LRIT2,,,1.0,0.3111111111111111
LRIT3,20.0,0.3762222222222221,24.0,0.3687573462209849
LRMDA,21.0,0.5378368641014555,24.0,0.4111093893870922
LRMP,21.0,0.409913929556205,24.0,0.38966793561701907
LRP1,21.0,0.6133333333333334,24.0,0.49539610534313994
LRP1-AS,14.0,0.5210370370370371,21.0,0.4166666666666667
LRP10,21.0,0.5202355676877969,24.0,0.47468847618884236
LRP11,21.0,0.4377492877492878,24.0,0.387154082261641
LRP12,21.0,0.3499679399102317,24.0,0.3310274885545274
LRP1B,16.0,0.4016666666666666,18.0,0.4101971154301193
LRP2,20.0,0.37067632850241544,24.0,0.3348268996704018
LRP2BP,21.0,0.3960946874659103,24.0,0.37821840494566106
LRP3,21.0,0.6815891472868217,24.0,0.567273209912663
LRP4,21.0,0.4621832358674464,24.0,0.3829925076011408
LRP4-AS1,21.0,0.6391534391534391,20.0,0.5824233716475096
LRP5,21.0,0.5638110072689512,24.0,0.5517993672240882
LRP5L,21.0,0.5083232323232323,24.0,0.3224871980400196
LRP6,21.0,0.3777671958744085,24.0,0.3652838837901359
LRP8,21.0,0.4369635508524397,24.0,0.37806117733103217
LRPAP1,21.0,0.5719816301756542,24.0,0.4073637723213748
LRPPRC,21.0,0.4655456742146824,24.0,0.41598298629670927
LRR1,21.0,0.3825848945769957,24.0,0.34739312882010076
LRRC1,21.0,0.3992291334396597,24.0,0.38983304916640726
LRRC10,3.0,0.3595505617977528,4.0,0.4846938775510204
LRRC10B,9.0,0.6080808080808081,12.0,0.49444444444444446
LRRC14,21.0,0.6400424290639087,24.0,0.4693253793650864
LRRC14B,9.0,0.6259259259259259,12.0,0.5653219373219374
LRRC15,1.0,0.6666666666666666,,
LRRC17,21.0,0.4233803490317953,24.0,0.4380715656425665
LRRC18,18.0,0.42222222222222217,14.0,0.4666666666666667
LRRC19,21.0,0.3577777777777777,24.0,0.2652189303420084
LRRC2,21.0,0.4505426356589148,24.0,0.5048338813252156
LRRC2-AS1,20.0,0.4427350427350427,24.0,0.4105517416730231
LRRC20,21.0,0.5748677248677249,24.0,0.5129843403605556
LRRC23,21.0,0.5956081808396125,24.0,0.5161364763444543
LRRC24,21.0,0.7289044289044289,24.0,0.702288778902679
LRRC25,21.0,0.5825708061002178,24.0,0.6073402935427867
LRRC26,21.0,0.7609641387419165,24.0,0.6462236530000045
LRRC27,21.0,0.5475650964023058,24.0,0.5021703358025391
LRRC28,21.0,0.4780304335343094,24.0,0.41760964409494294
LRRC29,21.0,0.655828373015873,24.0,0.5136948110877015
LRRC3,21.0,0.4773333333333333,24.0,0.4844069018208491
LRRC3-DT,12.0,0.6480024968789013,19.0,0.3222222222222222
LRRC31,10.0,0.4444444444444444,13.0,0.4242424242424242
LRRC32,21.0,0.6040740740740741,24.0,0.5122360986118304
LRRC34,21.0,0.3729589578195156,24.0,0.3590290007417563
LRRC36,21.0,0.4760283687943262,24.0,0.4923524687851115
LRRC37A,21.0,0.4527777777777778,24.0,0.4425905358122174
LRRC37A2,21.0,0.4709373060211049,24.0,0.4145974206852328
LRRC37A3,21.0,0.4536099585062241,24.0,0.37688359483696277
LRRC37B,21.0,0.4124618275781066,24.0,0.3946593251973881
LRRC38,20.0,0.5197705802968962,24.0,0.4962756693891866
LRRC39,21.0,0.3447745113129136,24.0,0.3615740606303274
LRRC3B,2.0,0.33571428571428563,6.0,0.2222222222222222
LRRC3C,2.0,0.6033083645443196,,
LRRC4,21.0,0.4284832451499118,24.0,0.39030037443880533
LRRC40,21.0,0.3001158161418747,24.0,0.2983444689909971
LRRC41,21.0,0.5099680325486777,24.0,0.3592702103503424
LRRC42,21.0,0.3864277623313768,24.0,0.2967411287235924
LRRC43,21.0,0.5095335376234252,24.0,0.5650334966245578
LRRC45,21.0,0.7106164988517929,24.0,0.6455754979694783
LRRC46,21.0,0.5583838383838384,24.0,0.5190902227026113
LRRC47,21.0,0.5351591027647367,24.0,0.4510179115916248
LRRC49,21.0,0.4028322440087146,24.0,0.37246717238174487
LRRC4B,13.0,0.6722222222222223,10.0,0.47418932119194834
LRRC4C,21.0,0.5523574019122981,24.0,0.5225723709165759
LRRC53,3.0,0.4,8.0,0.4
LRRC55,8.0,0.4922222222222222,3.0,0.4222222222222222
LRRC56,21.0,0.6672060409924488,24.0,0.48316189158327305
LRRC57,21.0,0.4358436076863268,24.0,0.44878135407909747
LRRC58,21.0,0.415012086354922,24.0,0.40526332276988297
LRRC59,21.0,0.5072015175700373,24.0,0.465252128756516
LRRC6,21.0,0.432259796027912,24.0,0.35404032713370814
LRRC61,21.0,0.6040137053352912,24.0,0.5257091455284733
LRRC63,21.0,0.4092261904761905,24.0,0.3768793391251214
LRRC66,15.0,0.3481481481481481,21.0,0.3995281497493793
LRRC69,21.0,0.4093846834882692,24.0,0.48961407708406723
LRRC7,21.0,0.4124242424242424,24.0,0.4002731953542834
LRRC70,21.0,0.3393364677132308,24.0,0.32638148895099145
LRRC71,19.0,0.5777777777777777,21.0,0.5444444444444444
LRRC72,7.0,0.3666666666666666,8.0,0.4
LRRC73,21.0,0.6216374269005849,22.0,0.6236735824783384
LRRC74A,7.0,0.5066666666666666,6.0,0.5555555555555556
LRRC74B,21.0,0.5508771929824562,24.0,0.5681745716220792
LRRC75A,21.0,0.4997261217810697,24.0,0.5389224050147101
LRRC75B,21.0,0.5731448763250883,24.0,0.6412003461503306
LRRC8A,21.0,0.5404823428079243,24.0,0.39387248479426396
LRRC8B,21.0,0.4438994259138143,24.0,0.44157512956491984
LRRC8C,21.0,0.3778235967926689,24.0,0.3418588798849166
LRRC8C-DT,21.0,0.4612313612313612,24.0,0.43034107699092117
LRRC8D,21.0,0.3945478613386282,24.0,0.4047438553754247
LRRC8E,19.0,0.5237037037037038,24.0,0.5350284516322252
LRRC9,19.0,0.3848888888888889,24.0,0.37608887781188666
LRRCC1,21.0,0.3481302169889153,24.0,0.3475720172706335
LRRD1,21.0,0.4784869976359338,24.0,0.3981570458064829
LRRFIP1,21.0,0.4617561756175617,24.0,0.4434525207375751
LRRFIP2,21.0,0.4393592972938061,24.0,0.4124791834158028
LRRIQ1,21.0,0.3820224719101123,24.0,0.3739238128231303
LRRIQ3,21.0,0.3133333333333333,24.0,0.30793245462321817
LRRIQ4,19.0,0.4698412698412698,24.0,0.39468999457490506
LRRK1,21.0,0.5072988948856335,24.0,0.46362831900039675
LRRK2,21.0,0.3711700336700337,24.0,0.3695889009882577
LRRN1,21.0,0.4292302532282408,24.0,0.3924635650576933
LRRN2,21.0,0.5528490028490028,24.0,0.5004340135631646
LRRN3,21.0,0.3995061728395062,24.0,0.34536954451642554
LRRN4,9.0,0.6333333333333333,8.0,0.5607212475633528
LRRN4CL,21.0,0.5382716049382715,24.0,0.5487660917626461
LRRTM1,2.0,0.48108614232209734,1.0,0.6941176470588235
LRRTM2,21.0,0.3835264973900734,24.0,0.37732478291143845
LRRTM3,13.0,0.3833333333333333,22.0,0.342434988179669
LRRTM4,10.0,0.4740740740740741,8.0,0.5888888888888889
LRSAM1,21.0,0.6212494595763077,24.0,0.5513313355533941
LRTM1,16.0,0.36111111111111105,14.0,0.4245098039215686
LRTM2,3.0,0.5222222222222223,2.0,0.39814814814814814
LRTOMT,21.0,0.4748201438848921,24.0,0.4677658144987106
LRWD1,21.0,0.5909578544061302,24.0,0.4732425827853733
LSAMP,20.0,0.4262401014067363,24.0,0.39001181707601806
LSAMP-AS1,7.0,0.4606741573033708,7.0,0.3851851851851851
LSG1,21.0,0.468805000411218,24.0,0.483424604357666
LSM1,21.0,0.3496689498903429,24.0,0.3278340700932372
LSM10,21.0,0.5310976972948803,24.0,0.3796484418751161
LSM11,21.0,0.4584755403868032,24.0,0.43053322171604136
LSM12,21.0,0.4949364185949551,24.0,0.4348212873401386
LSM14A,21.0,0.441503881793138,24.0,0.3452509945072735
LSM14B,21.0,0.5085621445978878,24.0,0.412868405167738
LSM2,21.0,0.4791527015538553,24.0,0.4610748926186355
LSM3,21.0,0.3854302760445655,24.0,0.3432261546177958
LSM4,21.0,0.5277784293029983,24.0,0.5331845525388206
LSM5,21.0,0.3413262807326868,24.0,0.3214785228660083
LSM6,21.0,0.2930443690829447,24.0,0.2938997204946441
LSM7,21.0,0.6798683968341616,24.0,0.41111882146045003
LSM8,21.0,0.3920028033016664,24.0,0.3419891662176362
LSMEM1,21.0,0.3607487922705314,24.0,0.3437073124110098
LSMEM2,21.0,0.5944444444444444,24.0,0.6084843755315892
LSP1,21.0,0.5925141707807643,24.0,0.5784098903295664
LSR,21.0,0.5916599408124832,24.0,0.38155013783475994
LSS,21.0,0.5101449275362319,24.0,0.35333079561753494
LST1,21.0,0.559898023549201,24.0,0.48735275230659236
LTA,21.0,0.5569444444444445,24.0,0.5494424140874823
LTA4H,21.0,0.4099147473034713,24.0,0.3553658636189033
LTB,21.0,0.607694485977074,24.0,0.4798651766004173
LTB4R,21.0,0.5628228228228228,24.0,0.4591806753349198
LTB4R2,21.0,0.5457777777777778,24.0,0.47434685721724174
LTBP1,21.0,0.4465964912280701,24.0,0.4134786905484542
LTBP2,21.0,0.4566666666666666,24.0,0.42475863764300054
LTBP3,21.0,0.6588819966746499,24.0,0.5645861400332768
LTBP4,21.0,0.673963133640553,24.0,0.5646978571458603
LTBR,21.0,0.556473063973064,24.0,0.4958688227733505
LTC4S,21.0,0.7577106073327736,24.0,0.5920090899917969
LTF,20.0,0.5066500829187396,24.0,0.4700487456996053
LTK,21.0,0.6221601489757914,24.0,0.518065834585488
LTN1,21.0,0.3777275280068576,24.0,0.3811333667574968
LTV1,21.0,0.3778732887615409,24.0,0.3685047031501689
LUADT1,21.0,0.5,17.0,0.5294117647058824
LUC7L,21.0,0.4439548290294559,24.0,0.40685122115641936
LUC7L2,21.0,0.4011663216011041,24.0,0.39879163862707084
LUC7L3,21.0,0.386290246599525,24.0,0.40518694271381195
LUCAT1,21.0,0.4135802469135802,24.0,0.3913473071099251
LUM,16.0,0.30455026455026446,22.0,0.27225697573157637
LURAP1,21.0,0.5420426977195536,24.0,0.4641849961537904
LURAP1L,21.0,0.327266530334015,24.0,0.31249648672305264
LURAP1L-AS1,,,1.0,0.4777777777777778
LUZP1,21.0,0.4307359307359307,24.0,0.40651331931032253
LUZP2,7.0,0.4611111111111111,14.0,0.3791666666666666
LUZP4,1.0,0.2888888888888888,,
LVRN,16.0,0.3833333333333333,23.0,0.3470116725768322
LXN,21.0,0.3513577518155983,24.0,0.2925612066076122
LY6D,,,2.0,0.4037037037037037
LY6E,21.0,0.638021712907117,24.0,0.5798415330105848
LY6E-DT,21.0,0.4962590731434952,24.0,0.42097194342613925
LY6G5B,21.0,0.5196360153256705,24.0,0.486602953930908
LY6G5C,21.0,0.5620964360587002,24.0,0.5036680417938544
LY6G6C,21.0,0.5555555555555555,24.0,0.4727305954279638
LY6G6D,10.0,0.5700000000000001,6.0,0.5444444444444444
LY6G6E,9.0,0.55,14.0,0.4833333333333333
LY6G6F,21.0,0.5600694444444444,17.0,0.6111111111111112
LY6G6F-LY6G6D,21.0,0.5546139359698682,24.0,0.41070570373763426
LY6H,20.0,0.6757725562134966,24.0,0.5695631591765274
LY6K,21.0,0.5476608187134503,24.0,0.5214339307597728
LY75,21.0,0.3372160020952007,24.0,0.3465317643005983
LY75-CD302,10.0,0.405,7.0,0.390625
LY86,21.0,0.4905441243712848,24.0,0.4519553712742601
LY86-AS1,21.0,0.435042735042735,24.0,0.41855542678019275
LY9,21.0,0.4942939466763969,24.0,0.44471323863939466
LY96,21.0,0.3687392989096152,24.0,0.3709884862881399
LYAR,21.0,0.4131403989049668,24.0,0.4310584147837669
LYG1,21.0,0.4734299516908212,24.0,0.36513052338219565
LYG2,20.0,0.5400058788947677,18.0,0.4422222222222222
LYL1,21.0,0.6316190580125319,24.0,0.580010149029226
LYN,21.0,0.4468796890758369,24.0,0.378819429507191
LYNX1,21.0,0.5956521739130435,24.0,0.5556457578479304
LYNX1-SLURP2,3.0,0.6777777777777778,2.0,0.24126984126984125
LYPD1,18.0,0.5145833333333334,20.0,0.4694167596230014
LYPD2,20.0,0.6310225241096713,21.0,0.6584541062801932
LYPD3,21.0,0.55727969348659,24.0,0.4489455671899931
LYPD4,6.0,0.5462962962962963,3.0,0.4777777777777778
LYPD5,21.0,0.537940379403794,24.0,0.4612412461148417
LYPD6,20.0,0.42264017803832166,24.0,0.367708032308632
LYPD6B,20.0,0.4148350979676281,24.0,0.3720954740376196
LYPD8,21.0,0.5784722222222223,24.0,0.47945045940694553
LYPLA1,21.0,0.30670911360799,24.0,0.3024237721873963
LYPLA2,21.0,0.6199263803680982,24.0,0.413270680508456
LYPLAL1,21.0,0.3452209280828249,24.0,0.3098120132936357
LYPLAL1-DT,21.0,0.3974509803921568,24.0,0.40605047262350635
LYRM1,21.0,0.4057689341354311,24.0,0.415220503882597
LYRM2,21.0,0.4140658472777531,24.0,0.4245497504975469
LYRM4,21.0,0.4770120560443141,24.0,0.4003165193798547
LYRM7,21.0,0.4265909530520324,24.0,0.3940552043555174
LYRM9,21.0,0.5047483380816714,24.0,0.43651370667464034
LYSMD1,21.0,0.4709385113268609,24.0,0.4188889787213306
LYSMD2,21.0,0.3056725788381972,24.0,0.28002538017753487
LYSMD3,21.0,0.3652144129332785,24.0,0.34428273184129105
LYSMD4,21.0,0.4726877715704531,24.0,0.4126193071161477
LYST,21.0,0.3997127602054609,24.0,0.3695063818534621
LYST-AS1,7.0,0.3888888888888889,24.0,0.5904046627092243
LYVE1,18.0,0.3949074074074074,23.0,0.400374531835206
LYZ,21.0,0.3247301970245275,24.0,0.29340121872018826
LYZL1,2.0,0.3944444444444444,,
LYZL2,3.0,0.5111111111111111,1.0,0.4444444444444444
LYZL6,1.0,0.5730337078651685,,
LZIC,21.0,0.4223105118120769,24.0,0.4095122798120535
LZTFL1,21.0,0.369009009009009,24.0,0.3303824142322605
LZTR1,21.0,0.52614131198202,24.0,0.4309402413120942
LZTS1,4.0,0.6266292134831462,9.0,0.5333333333333333
LZTS1-AS1,,,2.0,0.4472222222222222
LZTS2,21.0,0.5472421652421653,24.0,0.41763235509286956
LZTS3,21.0,0.5472,24.0,0.5919793842551873
M1AP,21.0,0.4998148148148147,24.0,0.47820873830305755
M6PR,21.0,0.4035996191529223,24.0,0.41511858716561595
MAATS1,21.0,0.4266666666666666,24.0,0.3710010279339948
MAB21L1,20.0,0.5700000000000001,19.0,0.4518518518518519
MAB21L2,21.0,0.5155555555555555,24.0,0.43895875138741336
MAB21L3,18.0,0.3877777777777778,24.0,0.3603586488575482
MACC1,21.0,0.3942137025204117,24.0,0.3770001844794078
MACC1-AS1,8.0,0.3372222222222222,13.0,0.3444444444444444
MACF1,21.0,0.4419873329343706,24.0,0.41866810487292405
MACO1,21.0,0.4309145320264668,24.0,0.40573691818754914
MACROD1,21.0,0.6781391147244805,24.0,0.6498428074267426
MACROD2,21.0,0.457070707070707,24.0,0.42551333623575527
MACROD2-AS1,7.0,0.4444444444444444,11.0,0.4230769230769231
MAD1L1,21.0,0.6602245862884161,24.0,0.6076869600412987
MAD2L1,21.0,0.2937248256213773,24.0,0.2578684537049636
MAD2L1BP,21.0,0.4428269460527524,24.0,0.33482289071843385
MAD2L2,21.0,0.633727463312369,24.0,0.5535565726504196
MADCAM1,21.0,0.6973173970783533,24.0,0.7227668468441406
MADD,21.0,0.5601973152191493,24.0,0.4292853399187714
MAEA,21.0,0.4376606620018857,24.0,0.36975720954013774
MAEL,20.0,0.38152777777777774,24.0,0.4097213407320828
MAF,21.0,0.3871308016877637,24.0,0.36682216075361174
MAF1,21.0,0.6330001281558375,24.0,0.5309918540287442
MAFA,21.0,0.655,22.0,0.4137654320987654
MAFA-AS1,7.0,0.5444444444444444,6.0,0.4444444444444444
MAFB,21.0,0.4694835680751174,24.0,0.4162099572197505
MAFF,21.0,0.4755847953216374,24.0,0.43133200854081094
MAFG,21.0,0.4349022813984271,24.0,0.30852973703753295
MAFG-DT,21.0,0.5872222222222222,24.0,0.5386380936427939
MAFIP,21.0,0.5779202279202279,24.0,0.580284614061156
MAFK,21.0,0.5453658419782943,24.0,0.5180818689284306
MAFTRR,21.0,0.4434676434676434,24.0,0.4404844439198873
MAG,21.0,0.63125,24.0,0.5349168008588299
MAGEA10,13.0,0.5222222222222223,13.0,0.485
MAGEA11,1.0,0.3707865168539326,1.0,0.3333333333333333
MAGEA12,,,1.0,0.5666666666666667
MAGEA4,1.0,0.4925925925925926,,
MAGEA4-AS1,1.0,0.5280898876404494,1.0,0.4833333333333333
MAGEA8,3.0,0.3222222222222222,3.0,0.325
MAGEA8-AS1,,,1.0,0.4
MAGEA9,,,2.0,0.31666666666666665
MAGEA9B,1.0,0.2584269662921348,7.0,0.3111111111111111
MAGEB10,21.0,0.4814174589455487,22.0,0.5219165015775185
MAGEB16,2.0,0.42777777777777776,,
MAGEB17,1.0,0.5666666666666667,4.0,0.6222222222222222
MAGEB2,3.0,0.5555555555555556,4.0,0.4944444444444444
MAGEB3,,,1.0,0.2888888888888888
MAGEC1,1.0,0.5,2.0,0.34444444444444444
MAGEC3,5.0,0.5617977528089888,6.0,0.5555555555555556
MAGED1,21.0,0.4653383112842572,24.0,0.36822806069699215
MAGED2,21.0,0.5080750114446406,24.0,0.4382763461121013
MAGED4,12.0,0.6544444444444444,3.0,0.4555555555555555
MAGED4B,3.0,0.5056179775280899,13.0,0.6530590717299578
MAGEE1,21.0,0.355160744500846,24.0,0.3606076621805394
MAGEE2,20.0,0.36604938271604937,20.0,0.3195890993084257
MAGEF1,21.0,0.4289219155461194,24.0,0.34191673137711587
MAGEH1,21.0,0.3707927677329625,24.0,0.3480101752083904
MAGEL2,20.0,0.36629629629629623,24.0,0.2937186727108615
MAGI1,20.0,0.538800705467372,24.0,0.508423892992578
MAGI1-AS1,1.0,0.3388888888888889,,
